scenario_id,category,prompt,expected_domains,predicted_domain,domain_match,expected_action,acceptable_actions,selected_action,primary_action_match,acceptable_action_match,consensus_score,rar_triggered,rar_accepted,utility,performance_score,cost_efficiency_score,risk_reduction_score,xi
pm050,pm_prioritization_escalation,"Before today’s standup, I need a governance view of current deployment, reliability, cost, and security issues. What should the team focus on?","[""DevOps"", ""SRE"", ""FinOps"", ""DevSecOps""]",DevOps,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Patch or block release"", ""Rollback to stable deployment"", ""Scale adjustment""]",Rollback to stable deployment,False,True,0.74,False,False,0.8942,0.855,0.65,0.7575,0.84
pm051,release_governance,"After the latest release, customer errors increased and the team is considering rollback. What governance action should we take?","[""DevOps"", ""SRE""]",DevOps,True,Rollback to stable deployment,"[""Rollback to stable deployment"", ""Block release and fix pipeline"", ""Mitigate and monitor"", ""Scale adjustment""]",Rollback to stable deployment,True,True,0.8,False,False,1.025,0.975,0.65,0.7,0.7956
pm052,release_governance,The deployment pipeline failed before production rollout and the release artifact looks inconsistent. Should we continue or stop the release?,"[""DevOps""]",DevOps,True,Block release and fix pipeline,"[""Block release and fix pipeline"", ""Rollback to stable deployment""]",Block release and fix pipeline,True,True,0.8,False,False,0.985,0.7,0.75,0.9,0.7956
pm053,release_governance,The new release shows configuration drift and repeated service restarts. What is the recommended governance decision?,"[""DevOps"", ""SRE""]",DevOps,True,Rollback to stable deployment,"[""Rollback to stable deployment"", ""Block release and fix pipeline"", ""Mitigate and monitor"", ""Scale adjustment""]",Rollback to stable deployment,True,True,0.77,False,False,1.025,0.975,0.65,0.7,0.816
pm054,release_governance,"A build gate failed, but there is no confirmed customer impact yet. What should the project team do before approving the release?","[""DevOps""]",DevOps,True,Block release and fix pipeline,"[""Block release and fix pipeline"", ""Rollback to stable deployment""]",Rollback to stable deployment,False,True,0.74,False,False,0.8942,0.855,0.65,0.7575,0.84
pm055,release_governance,"During the launch window, the new deployment caused restarts and failed requests. Should we rollback or continue monitoring?","[""DevOps"", ""SRE""]",DevOps,True,Rollback to stable deployment,"[""Rollback to stable deployment"", ""Block release and fix pipeline"", ""Mitigate and monitor"", ""Scale adjustment""]",Rollback to stable deployment,True,True,0.8,False,False,1.025,0.975,0.65,0.7,0.7956
pm056,reliability_operations,Latency is rising across the customer workflow and users are reporting timeouts. What should the team prioritize?,"[""SRE""]",SRE,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Scale adjustment""]",Scale adjustment,False,True,0.92,False,False,0.8898,0.742,0.54,0.57,0.802
pm057,reliability_operations,The error rate increased sharply and service availability is dropping. What governance action is appropriate?,"[""SRE""]",SRE,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Scale adjustment""]",Scale adjustment,False,True,0.92,False,False,0.8898,0.742,0.54,0.57,0.802
pm058,reliability_operations,We are approaching a traffic peak and CPU saturation is increasing. Should we adjust capacity before the peak?,"[""SRE"", ""FinOps""]",SRE,True,Scale adjustment,"[""Scale adjustment"", ""Mitigate and monitor""]",Scale adjustment,True,True,0.89,False,False,0.8679,0.689,0.6,0.5075,0.84
pm059,reliability_operations,"Customers are seeing slow responses, but there is no confirmed deployment failure. What should we do?","[""SRE""]",SRE,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Scale adjustment""]",Scale adjustment,False,True,0.92,False,False,0.8671,0.704,0.54,0.545,0.8
pm060,reliability_operations,Service availability is below target and error rates are increasing. What should the project team recommend?,"[""SRE""]",SRE,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Scale adjustment""]",Scale adjustment,False,True,0.92,False,False,0.8898,0.742,0.54,0.57,0.802
pm061,cost_governance,"Autoscaling increased the cloud bill, but reliability is currently stable. Should we revise the scaling policy?","[""FinOps""]",FinOps,True,Review scaling policy,"[""Review scaling policy""]",Scale adjustment,True,True,0.92,False,False,0.92,0.6,0.88,0.32,0.8049
pm062,cost_governance,The platform appears over-provisioned and costs are rising without clear reliability benefits. What action should we take?,"[""FinOps""]",FinOps,True,Scale adjustment,"[""Scale adjustment""]",Scale adjustment,True,True,0.92,False,False,0.92,0.6,0.88,0.32,0.8049
pm063,cost_governance,The upcoming release may require higher infrastructure capacity and could exceed the cloud budget. What should we review?,"[""FinOps"", ""DevOps""]",DevOps,True,Review scaling policy,"[""Review scaling policy"", ""Rollback to stable deployment"", ""Block release and fix pipeline""]",Scale adjustment,True,True,0.8,False,False,0.92,0.6,0.88,0.32,0.7839
pm064,cost_governance,HPA scaled several services aggressively and cloud spend spiked overnight. What governance action should we recommend?,"[""FinOps""]",FinOps,True,Scale adjustment,"[""Scale adjustment""]",Scale adjustment,True,True,0.92,False,False,0.92,0.6,0.88,0.32,0.8049
pm065,cost_governance,"Service reliability looks stable, but the cloud bill is increasing every day. What should the PM escalate?","[""FinOps""]",FinOps,True,Review scaling policy,"[""Review scaling policy""]",Scale adjustment,True,True,0.92,False,False,0.92,0.6,0.88,0.32,0.8049
pm066,security_compliance_governance,A critical CVE was found before the release approval meeting. Should we proceed with deployment?,"[""DevSecOps""]",DevSecOps,True,Patch or block release,"[""Patch or block release""]",Patch or block release,True,True,0.92,False,False,1.086,0.47,0.7,0.96,0.802
pm067,security_compliance_governance,The release candidate triggered a policy violation in the security gate. What governance decision is appropriate?,"[""DevSecOps"", ""DevOps""]",DevOps,True,Patch or block release,"[""Patch or block release"", ""Rollback to stable deployment""]",Block release and fix pipeline,True,True,0.8,False,False,0.985,0.7,0.75,0.9,0.816
pm068,security_compliance_governance,IAM drift was detected before the audit review. What should the project team do before proceeding?,"[""DevSecOps""]",DevSecOps,True,Patch or block release,"[""Patch or block release""]",Patch or block release,True,True,0.92,False,False,1.086,0.47,0.7,0.96,0.802
pm069,security_compliance_governance,"The team is under pressure to release, but compliance evidence is incomplete. What should the governance recommendation be?","[""DevSecOps"", ""DevOps""]",DevOps,True,Patch or block release,"[""Patch or block release"", ""Rollback to stable deployment""]",Block release and fix pipeline,True,True,0.77,False,False,0.985,0.7,0.75,0.9,0.816
pm070,security_compliance_governance,"Engineering requested a security exception for the release, but policy checks are still failing. What should we recommend?","[""DevSecOps""]",DevSecOps,True,Patch or block release,"[""Patch or block release""]",Patch or block release,True,True,0.89,False,False,1.086,0.47,0.7,0.96,0.832
pm071,cross_domain_release_governance,The release has deployment instability and a security finding. What should the PM recommend for the release decision?,"[""DevOps"", ""DevSecOps""]",DevOps,True,Patch or block release,"[""Patch or block release"", ""Rollback to stable deployment""]",Rollback to stable deployment,False,True,0.74,False,False,0.915,0.875,0.65,0.8,0.8211
pm072,cross_domain_release_governance,"After the release, latency increased and some services restarted. Should we rollback or continue monitoring?","[""DevOps"", ""SRE""]",DevOps,True,Rollback to stable deployment,"[""Rollback to stable deployment"", ""Block release and fix pipeline"", ""Mitigate and monitor"", ""Scale adjustment""]",Rollback to stable deployment,True,True,0.8,False,False,1.025,0.975,0.65,0.7,0.7956
pm073,cross_domain_release_governance,"The deployment pipeline passed, but the policy gate failed. What is the safest governance decision?","[""DevSecOps"", ""DevOps""]",DevOps,True,Patch or block release,"[""Patch or block release"", ""Rollback to stable deployment""]",Block release and fix pipeline,True,True,0.77,False,False,0.985,0.7,0.75,0.9,0.816
pm074,cross_domain_release_governance,"A customer release is scheduled today, but reliability tests show rising latency. What should the PM do?","[""SRE"", ""DevOps""]",DevOps,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Rollback to stable deployment"", ""Block release and fix pipeline"", ""Scale adjustment""]",Rollback to stable deployment,False,True,0.77,False,False,1.035,1.0,0.65,0.7,0.816
pm075,cross_domain_release_governance,"The release introduced service restarts and security found a critical vulnerability. Should we rollback, patch, or hold the release?","[""DevOps"", ""DevSecOps"", ""SRE""]",DevOps,True,Patch or block release,"[""Patch or block release"", ""Rollback to stable deployment"", ""Mitigate and monitor"", ""Scale adjustment""]",Rollback to stable deployment,False,True,0.5,True,False,0.955,0.975,0.65,0.8,0.792
pm076,cross_domain_cost_reliability,"Reliability improved after scaling, but cloud cost increased sharply. What should we do next?","[""SRE"", ""FinOps""]",SRE,True,Review scaling policy,"[""Review scaling policy"", ""Mitigate and monitor""]",Mitigate and monitor,False,True,0.5900000000000001,True,False,0.614,0.475,0.68,0.4,0.84
pm077,cross_domain_cost_reliability,"The SRE team wants more capacity to reduce latency, but the project is under budget pressure. What should the PM recommend?","[""SRE"", ""FinOps""]",SRE,True,Scale adjustment,"[""Scale adjustment"", ""Mitigate and monitor""]",Scale adjustment,True,True,0.89,False,False,0.8679,0.689,0.6,0.5075,0.84
pm078,cross_domain_cost_reliability,"FinOps recommends reducing capacity, but SRE is concerned it may affect SLOs. What governance action is appropriate?","[""FinOps"", ""SRE""]",SRE,True,Review scaling policy,"[""Review scaling policy"", ""Mitigate and monitor""]",Scale adjustment,True,True,0.8,False,False,1.2703,0.885,0.88,0.5075,0.8089
pm079,cross_domain_cost_reliability,"The system scaled out aggressively, but reliability metrics improved only slightly. Should we keep the current scaling settings?","[""FinOps"", ""SRE""]",SRE,True,Review scaling policy,"[""Review scaling policy"", ""Mitigate and monitor""]",Scale adjustment,True,True,0.8,False,False,1.2703,0.885,0.88,0.5075,0.8089
pm080,cross_domain_cost_reliability,"Traffic is surging, latency is rising, and the cloud budget alert has triggered. What should we prioritize?","[""SRE"", ""FinOps""]",SRE,True,Scale adjustment,"[""Scale adjustment"", ""Mitigate and monitor""]",Scale adjustment,True,True,0.8,False,False,1.1058,0.882,0.74,0.57,0.8064
pm081,pm_prioritization_escalation,"For daily triage, I need to know whether deployment, reliability, cost, or security needs the most attention today.","[""DevOps"", ""SRE"", ""FinOps"", ""DevSecOps""]",DevOps,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Patch or block release"", ""Rollback to stable deployment"", ""Scale adjustment""]",Rollback to stable deployment,False,True,0.47,True,False,0.9193,0.9175,0.65,0.7575,0.84
pm082,pm_prioritization_escalation,"We have warning signals from deployment, reliability, and security. What should be escalated first?","[""DevOps"", ""SRE"", ""DevSecOps""]",DevOps,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Patch or block release"", ""Rollback to stable deployment"", ""Scale adjustment""]",Rollback to stable deployment,False,True,0.47,True,False,0.955,0.975,0.65,0.8,0.8074
pm083,pm_prioritization_escalation,"In standup, should we focus first on reliability degradation or the cloud-cost increase?","[""SRE"", ""FinOps""]",SRE,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Scale adjustment""]",Scale adjustment,False,True,0.89,False,False,0.8679,0.689,0.6,0.5075,0.84
pm084,pm_prioritization_escalation,"Leadership wants a delivery-risk summary covering release stability, reliability, cost, and security. What is the governance view?","[""DevOps"", ""SRE"", ""FinOps"", ""DevSecOps""]",DevOps,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Patch or block release"", ""Rollback to stable deployment"", ""Scale adjustment""]",Rollback to stable deployment,False,True,0.47,True,False,0.9193,0.9175,0.65,0.7575,0.84
pm085,pm_prioritization_escalation,"Several services show instability, costs are rising, and security has open findings. Should we pause the release train?","[""DevOps"", ""SRE"", ""FinOps"", ""DevSecOps""]",DevOps,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Patch or block release"", ""Rollback to stable deployment"", ""Scale adjustment""]",Scale adjustment,False,True,0.5,True,False,1.0031,0.844,0.74,0.545,0.812
pm086,cross_domain_general_investigation,"Multiple teams are reporting operational concerns, but it is unclear whether the main issue is deployment, reliability, cost, or security. Please assess.","[""DevOps"", ""SRE"", ""FinOps"", ""DevSecOps""]",DevOps,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Patch or block release"", ""Rollback to stable deployment"", ""Scale adjustment""]",Rollback to stable deployment,False,True,0.47,True,False,0.9193,0.9175,0.65,0.7575,0.84
pm087,cross_domain_general_investigation,"After the release, teams noticed slower performance and higher infrastructure usage, but the root cause is unclear. What should we do?","[""DevOps"", ""SRE"", ""FinOps""]",DevOps,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Rollback to stable deployment"", ""Block release and fix pipeline"", ""Scale adjustment""]",Rollback to stable deployment,False,True,0.77,False,False,0.9968,0.9175,0.65,0.6825,0.84
pm088,cross_domain_general_investigation,"Before the steering meeting, I need a concise view of operational risks across release, reliability, cost, and security.","[""DevOps"", ""SRE"", ""FinOps"", ""DevSecOps""]",DevOps,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Patch or block release"", ""Rollback to stable deployment"", ""Scale adjustment""]",Rollback to stable deployment,False,True,0.47,True,False,0.9193,0.9175,0.65,0.7575,0.84
pm089,cross_domain_general_investigation,The dashboards show mixed signals and no single team is sure who owns the issue. What is the likely governance direction?,"[""DevOps"", ""SRE"", ""FinOps"", ""DevSecOps""]",DevOps,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Patch or block release"", ""Rollback to stable deployment"", ""Scale adjustment""]",Rollback to stable deployment,False,True,0.47,True,False,0.9193,0.9175,0.65,0.7575,0.84
pm090,cross_domain_general_investigation,"Please review the current operational risk and identify whether release, reliability, cost, or security requires attention.","[""DevOps"", ""SRE"", ""FinOps"", ""DevSecOps""]",DevOps,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Patch or block release"", ""Rollback to stable deployment"", ""Scale adjustment""]",Rollback to stable deployment,False,True,0.47,True,False,0.9193,0.9175,0.65,0.7575,0.84
pm091,cross_domain_release_governance,The deployment failed and security also found a policy issue. What is the safest decision for the release?,"[""DevOps"", ""DevSecOps""]",DevOps,True,Patch or block release,"[""Patch or block release"", ""Rollback to stable deployment""]",Block release and fix pipeline,True,True,0.8,False,False,0.985,0.7,0.75,0.9,0.7956
pm092,cross_domain_cost_reliability,The release increased resource usage and latency at the same time. What should the PM recommend?,"[""DevOps"", ""SRE"", ""FinOps""]",DevOps,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Rollback to stable deployment"", ""Block release and fix pipeline"", ""Scale adjustment""]",Rollback to stable deployment,False,True,0.77,False,False,0.9968,0.9175,0.65,0.6825,0.84
pm093,cross_domain_release_governance,"We committed to a customer release today, but the security gate is failing. What should the governance decision be?","[""DevSecOps"", ""DevOps""]",DevOps,True,Patch or block release,"[""Patch or block release"", ""Rollback to stable deployment""]",Block release and fix pipeline,True,True,0.77,False,False,0.985,0.7,0.75,0.9,0.816
pm094,cross_domain_cost_reliability,"We have a reliability incident, but scaling further will increase cloud spend significantly. What should be done?","[""SRE"", ""FinOps""]",SRE,True,Scale adjustment,"[""Scale adjustment"", ""Mitigate and monitor""]",Scale adjustment,True,True,0.8,False,False,1.1058,0.882,0.74,0.57,0.8064
pm095,release_governance,"Before approving the release, I need to know whether deployment health is stable enough to proceed.","[""DevOps""]",DevOps,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Rollback to stable deployment"", ""Block release and fix pipeline""]",Rollback to stable deployment,False,True,0.77,False,False,0.9968,0.9175,0.65,0.6825,0.84
pm096,reliability_operations,The team applied mitigation for latency issues. Should we continue monitoring or take another action?,"[""SRE""]",SRE,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Scale adjustment""]",Scale adjustment,False,True,0.89,False,False,0.8679,0.689,0.6,0.5075,0.84
pm097,cost_governance,"Now that the service is stable, can we reduce excess cloud capacity to control cost?","[""FinOps"", ""SRE""]",SRE,True,Scale adjustment,"[""Scale adjustment"", ""Mitigate and monitor""]",Scale adjustment,True,True,0.8,False,False,1.2703,0.885,0.88,0.5075,0.8089
pm098,security_compliance_governance,Compliance evidence is incomplete for the release approval. What should the team do before proceeding?,"[""DevSecOps"", ""DevOps""]",DevOps,True,Patch or block release,"[""Patch or block release"", ""Rollback to stable deployment""]",Patch or block release,True,True,0.77,False,False,1.086,0.47,0.7,0.96,0.816
pm099,pm_prioritization_escalation,"For release readiness, I need one view of deployment stability, reliability, cost exposure, and security risk.","[""DevOps"", ""SRE"", ""FinOps"", ""DevSecOps""]",DevOps,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Patch or block release"", ""Rollback to stable deployment"", ""Scale adjustment""]",Rollback to stable deployment,False,True,0.47,True,False,0.9193,0.9175,0.65,0.7575,0.84
pm100,cross_domain_release_governance,"For the final go/no-go review, we have release instability, rising latency, cost concerns, and open security findings. What is the recommended governance decision?","[""DevOps"", ""SRE"", ""FinOps"", ""DevSecOps""]",DevOps,True,Patch or block release,"[""Patch or block release"", ""Rollback to stable deployment"", ""Mitigate and monitor"", ""Scale adjustment""]",Scale adjustment,False,True,0.5,True,False,1.0031,0.844,0.74,0.545,0.812
